u_id,감칠맛,걸쭉함,견과류_땅콩_잣향,고소함,곡물_옥수수_보리,기타_커피_캐러멜_토란,깔끔,꿀맛_당류,누룩,다양,단맛,독특,드라이,레몬_유자류_감귤류_자몽,매실류_파인애플,바나나_망고_멜론,바닐라_국화_매화_연꽃_유채꽃_꽃향,베리류_딸기,사과_배_감,스모키한,신맛,여운,열대과일,오디_복분자,오미자류,음료,인삼_생강강황_약재,자두_복숭아_체리,잔잔한,조화,진득,청_포도,청량,탄닌감,탄산,풀내음_나무_볏짚,허브_시트러스,화끈함
678,5,,,5,5,,,,5,,5,,,5,,,,,,,5,,,,,,,,5,,,,,,,,,
679,1.666666667,0.412502607,0.263217825,1.666666667,3.166666667,0.667512336,1.666666667,0.581054026,1.5,0.650390416,4.833333333,1.666666667,1.666666667,1.160518628,1.666666667,0.470478688,1.666666667,0.622927562,0.581913044,0.302516485,4.833333333,3.166666667,0.452256848,0.362451562,0.510846757,0.243787199,0.356838954,0.485646965,3.166666667,0.799996586,1.666666667,0.531378068,1.666666667,0.473518637,0.643072596,0.596219024,0.677268284,1.5
680,3.333333333,0.335615111,0.41075272,1.666666667,1.666666667,0.427246963,3.333333333,0.706910963,1.666666667,0.834713366,5,3.333333333,0.718450587,1.666666667,3.333333333,0.388483049,0.624206445,1.666666667,0.882647852,0.943528761,3.333333333,1.666666667,0.351807571,0.417972054,0.629063145,0.306557975,0.915690259,0.52727367,3.333333333,0.693456218,0.91630449,0.58868258,3.333333333,0.397620352,0.771280879,0.472827866,0.460650395,0.874999152
681,1.666666667,0.205585666,0.282733097,0.996003272,1.083459504,1.666666667,1.666666667,0.275869869,0.952389749,0.75393107,5,1.666666667,0.257483039,0.536235831,1.666666667,0.334457719,0.288867258,0.681214172,0.71843331,0.489191207,1.666666667,1.666666667,0.386416943,0.313264042,1.666666667,0.222134994,0.430029777,0.436854766,1.666666667,1.666666667,1.666666667,0.530188287,1.666666667,0.288538714,0.68489453,0.329177795,0.475234926,0.663478286
682,3.214285714,0.357142857,0.357142857,0.714285714,1.428571429,0.371458486,1.428571429,0.211227377,1.785714286,0.714285714,5,1.071428571,0.225756985,0.466118459,0.714285714,1.071428571,0.336214011,0.714285714,0.712650072,0.31269782,2.142857143,0.357142857,0.714285714,0.273543997,0.364647041,0.291558907,0.357142857,0.307597514,2.5,2.142857143,1.071428571,0.300729037,1.428571429,0.192087858,2.142857143,0.366155894,0.397713987,0.357142857
683,2.647058824,0.588235294,0.286297906,1.176470588,2.058823529,0.343187778,1.470588235,0.294117647,2.352941176,0.588235294,5,0.588235294,0.255445913,0.588235294,0.588235294,0.882352941,0.344369062,0.588235294,0.588235294,0.227423457,2.352941176,0.294117647,0.294117647,0.29067508,0.294117647,0.207859521,0.337705418,0.309551158,2.647058824,0.882352941,0.882352941,0.294117647,1.764705882,0.198193499,2.647058824,0.308791636,0.382741224,0.525139877
684,,,,4.5,4.5,,2.25,4.5,5,4.5,4.5,4.5,,,,,,,,,4.5,,,,,4.5,,,3.625,4.5,,,4.5,,4.5,,,
685,1.9,1.9,0.705553685,1.9,3.6,0.663989799,3.8,0.706065927,1.021474333,0.9,3.7,1.9,1,0.60009937,1.059214961,1,0.321126789,1.129581697,0.9,0.592506013,1.9,1,0.628609069,0.328740057,0.382176701,0.530664678,0.644541378,0.374445389,4.6,1.8,1.7,0.643058706,2.9,0.25911201,0.9,1,0.510762166,0.930603153
686,5,,,,,,,,5,,5,,,,,,,,,,5,,,,,,,,,5,,,,,5,,,
687,5,5,0.546018437,5,5,0.42040585,5,0.883672532,1.230239335,5,2.820833333,1.833333333,0.693669731,5,1.152797712,0.336529721,0.645805714,1.082513892,0.696064108,0.727901439,2.053982584,1.326719324,0.348991778,1.375188492,0.388575437,0.370532769,0.836511557,0.753405522,5,0.818740761,0.887054129,0.385305377,5,0.327961103,0.675822739,1.082945421,0.415440875,5
688,2.777777778,0.240854332,0.288560557,1.666666667,1.666666667,0.32819383,2.777777778,0.193836441,0.832834895,0.555555556,5,1.111111111,0.188001968,1.111111111,0.610368489,0.387561381,0.324616826,1.666666667,1.111111111,0.313231834,3.333333333,0.555555556,0.555555556,0.555555556,0.555555556,0.334514986,0.320322421,0.555555556,2.777777778,1.111111111,0.555555556,3.888888889,1.666666667,0.309515155,1.666666667,0.313290281,0.555555556,0.605940548
689,1.666666667,0.468514329,0.716761633,1.666666667,0.734920635,1.666666667,3.333333333,1.086495401,3.333333333,0.704365079,5,0.907142857,0.524017264,0.455526893,0.641267381,0.687490324,0.370192308,0.593647003,0.685149273,0.555555556,1.666666667,1.055555556,0.67494703,0.357877719,0.555555556,0.117402659,0.192307692,0.57977208,1.297619048,1.666666667,3.333333333,0.902777778,3.333333333,,1.666666667,0.401917142,0.384615385,0.694444444
690,1.5,0.441526465,0.425145657,1.309947013,1.5,0.236131509,1.5,0.596108653,1.5,0.65728639,4.5,1.5,0.346424268,1.5,0.797947459,0.411082691,0.337726448,1.5,3,1.5,4.5,3,1.5,0.367069757,1.5,0.187550613,0.339772796,0.695782048,4.5,1.5,1.5,0.413260455,1.5,0.38817733,1.5,0.293338604,0.901090459,1.5
691,2.5,0.625,0.227272727,1.766977163,1.671207265,0.272727273,5,0.680774087,1.124125874,1.541550117,5,1.023426371,1.3125,0.6498964,0.941445707,,0.579545455,1.455492424,2.034407259,2.5,1.400339938,2.5,,0.629734848,,,1.666666667,0.790598291,2.5,0.798271173,2.5,0.622377622,2.5,0.625,0.696066434,2.5,,2.5
692,4.5,0.255861928,0.727455085,3,2.833333333,1.175894009,1.333333333,0.673883711,1.056399079,1.5,2.833333333,1.5,1.333333333,0.848612809,1.036802445,0.447396256,0.778567058,0.739001401,1.5,0.472182687,1.67496193,1.019453011,0.435915925,0.435552442,0.306264157,0.666750679,0.860532766,0.319179831,2.833333333,1.352265559,1.189026702,0.32510932,1.333333333,0.315817727,0.834923534,1.333333333,1.361163227,1.666666667
693,2.25,0.299232708,0.321061312,2.25,3.75,0.841195153,3.75,0.649678726,1.5,2.25,3.75,3.75,0.400168592,0.707930564,0.666144551,0.452207964,0.382428665,0.496805867,0.555062492,0.440385072,3.75,0.830782313,0.432073996,0.255675525,0.33222353,0.284416827,0.357363001,1.5,1.5,1.5,3.75,1.5,1.5,0.224355241,0.663941901,0.369773733,0.65183322,0.801316655
694,5,0.30467477,0.246760971,1.834709157,1.687052028,0.483508944,1.951781463,0.96597112,5,1.221701835,5,1.179528141,0.506360574,1.008339233,1.020302045,0.587085398,2.526004019,0.743666382,0.943204062,0.615197932,2.163944791,2.542739582,0.56386192,0.391877516,0.475795355,0.190893455,0.981652302,0.432535219,5,1.137880893,2.402303361,0.364323011,1.976180452,0.319880463,1.207264326,0.646577423,0.510561791,1.06825623
695,4.5,,,,,,4.5,,,4.5,4.5,,,,,,,,4.5,4.5,,,,,,,,,,,,,,,,4.5,,4.5
696,5,0.340688367,0.407699643,1.290178571,0.70196997,0.794519769,1.711984127,0.554818725,2.5,0.922141627,5,2.5,0.49168066,0.641429802,0.831352283,2.5,0.272755168,0.904875831,0.766104055,0.982142857,1.483531746,0.765873016,1.116324351,0.592915215,0.36042875,0.460759384,0.370859442,0.406810123,1.661247901,1.582142857,5,0.314193452,2.5,0.193018215,2.5,0.50208564,0.34804824,0.778342254
697,4.5,4.5,0.350492279,4.5,2.241071429,0.597347608,4.5,0.55021612,1.253968254,1.803571429,1.912698413,0.543650794,0.608204185,1.470282853,1.189285714,0.461627426,0.422189632,0.556597709,0.656360391,0.702380952,4.5,1.279689941,0.334149784,0.30736977,0.366137325,0.424324979,0.994279749,0.500527902,1.564285714,0.94047619,0.94047619,0.344182145,2.207142857,0.288239334,0.494139259,0.579365079,0.414614003,1.428571429
698,5,,,5,5,,,,5,,5,,,5,,,,,,,5,,,,,,,,5,,,,,,,,,
699,2.8,0.191007272,0.407325856,2.8,1,1.111111111,1.8,0.424865064,2.8,1,4.6,2.6,0.616098538,1.8,1.8,0.339296958,0.298611111,0.574707892,0.520076349,0.246183498,4.6,0.8,0.390846108,0.246443089,0.451882786,0.246443089,0.608451748,0.539898797,1.8,1.094499883,1.226196312,0.568517442,1.8,0.12195122,0.651984127,0.408221693,0.62947525,0.693925426
700,5,0.176179784,0.391412884,1.666666667,1.666666667,0.845140878,5,0.531153124,1.394151277,1.666666667,3.333333333,1.241222675,0.449006351,0.809666837,1.666666667,0.304234782,0.374546768,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,0.359032364,0.266171428,0.324739685,0.341525975,0.386520366,0.367765729,1.666666667,1.666666667,1.666666667,0.56841584,5,0.389331559,0.981477878,0.468217532,0.322847556,0.856810576
701,0.833333333,0.351693121,0.427582272,0.833333333,0.833333333,0.743750284,3.333333333,0.833333333,1.666666667,0.861085042,5,0.746279012,0.452629443,0.833333333,0.527079273,0.439946094,0.40756083,0.512628658,0.639006337,0.581627293,0.833333333,1.666666667,0.537454313,0.408910031,0.450642585,0.21731382,0.335335816,0.522209078,1.666666667,1.163753443,2.5,0.494623455,2.5,0.224030914,1.666666667,0.472003511,0.502410378,0.833333333
702,5,,,5,,,5,,5,,5,5,,5,,,,,,,5,5,,,,,,,5,,,,5,,,,,
703,5,0.685192369,0.269977255,5,5,0.266874085,5,0.598301667,1.038494147,0.851641876,5,1.015029762,0.629483818,2,1,0.343831049,0.246226184,1,0.540098556,0.289753289,1.118476431,2.472125799,0.400854352,0.940669469,0.427561014,0.253710181,0.478666132,0.362099973,5,0.984595973,1.217376821,5,1,0.238000069,2,0.692686888,0.366725511,2
704,3.625,0.210643497,0.397611119,1.125,2.375,0.354244488,2.5,0.531429407,1.079040751,0.900387749,4.875,1.25,0.528570022,0.924891759,2.5,1.125,1.125,1.25,0.428320975,1.25,2.375,1.25,0.389527013,0.32661114,0.37761357,0.313467587,0.412034839,0.551555688,2.375,0.852636938,1.25,0.552508253,2.5,0.450644568,0.599373587,0.381469333,0.536777644,0.848324991
705,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
706,5,0.39194464,0.460434043,1.439091615,0.894772955,0.63468617,1.450666962,0.40096404,1.491200828,0.919908353,5,1.778985507,0.354311129,0.615255035,0.662957827,5,0.264949397,0.656719713,1.021812943,1.081715839,1.654743214,0.605555556,1.343821998,0.592915215,0.340142982,0.513145593,0.896286289,0.324045917,2.089266458,1.704429163,5,0.267257031,1.547412008,0.160639832,5,0.32988776,0.352595548,1.049595297
707,2.458333333,0.604133346,0.987720324,4.5,4.5,0.424996314,4.5,1.314482579,1.321039788,1.005253762,4.5,1.145309288,1.158633994,0.536448992,1.740214646,0.35736499,0.603349216,1.844977553,0.947304426,0.758030218,1.652365094,4.5,0.435718626,0.351715887,0.384426793,0.253710181,0.448606804,0.682778304,4.5,1.188013382,4.5,1.088767134,2.160204082,0.238000069,0.462020895,1.646025984,0.371730263,1.485202681
708,3,0.353175108,0.554597327,1.5,3,0.386301585,1.5,0.605031455,1.5,0.659813611,4.5,1.5,0.823573118,1.5,3,0.449392906,0.468282638,1.5,0.592937751,0.615466434,3,0.889088413,0.377691176,0.254428841,0.53213295,0.226832646,0.668280358,0.505052895,3,0.583172927,1.067002995,0.734092949,1.5,0.250331839,0.753814448,0.602155972,0.565784053,0.801487989
709,,,,,,,,,,,5,5,,,5,,,,,,5,,,,,,,,,,,,,,,,,
710,5,0.354817362,0.398097826,1.025320911,1.082367529,0.6375,0.8875,0.859469181,1.7875,1.39375,5,1.063703507,0.430292443,0.593501984,0.411221532,5,0.364583333,0.408363527,0.751914654,0.761826087,0.825,0.493546994,5,0.642857143,0.582075929,0.435267857,0.357142857,0.905555556,5,5,5,0.426268116,0.8875,0.130434783,0.65,0.583786232,1.077160494,0.7125
711,5,0.616419959,0.379117721,1.252025635,0.808695398,0.671777687,5,0.976048631,0.983038709,1.180809521,5,5,0.377790199,0.751500892,0.56601919,0.435906113,0.512738051,0.425625445,0.527954106,0.570065335,5,0.749736975,0.490846864,0.258864766,0.831913376,0.451449121,0.298929712,0.541803031,5,5,0.791379564,5,5,0.291925321,0.992444865,0.400667077,0.426914272,0.967683813
712,1.75,0.439929668,0.488078123,5,1.075075586,0.74852362,5,5,5,0.69610622,5,0.819733478,5,0.837363768,0.784340519,0.37931793,1.143860116,0.672266476,0.471125644,0.440664792,5,1.275290365,0.536365341,5,0.476440955,0.152457692,0.603555455,0.81688232,5,0.812525411,1.184807256,0.575733055,1.567192618,0.201322895,1.245518519,0.463609924,0.64252343,0.769222931
713,5,0.685192369,0.269977255,5,5,0.266874085,5,0.598301667,1.038494147,0.851641876,5,1.015029762,0.629483818,2,1,0.343831049,0.246226184,1,0.540098556,0.289753289,1.118476431,2.472125799,0.400854352,0.940669469,0.427561014,0.253710181,0.478666132,0.362099973,5,0.984595973,1.217376821,5,1,0.238000069,2,0.692686888,0.366725511,2
714,4.833333333,0.362433089,0.299515989,3.166666667,1.666666667,0.330765195,3.166666667,0.510931815,1.5,3.166666667,3.166666667,1.12560075,1.666666667,0.641794546,0.794127545,0.455090202,1.666666667,0.835543531,1.024144969,0.53263555,1.5,1.666666667,0.413016524,0.597994352,0.235338923,0.398416997,0.647397891,0.398363459,3.333333333,1.077535673,0.849531961,0.395836925,4.833333333,0.349870327,0.61278142,3.333333333,0.785176053,1.666666667
715,4.5,,,4.5,4.5,,,,4.5,,4.5,,,4.5,,,,,,,4.5,,,,,,,,4.5,,,,,,,,,
716,2.25,0.220316614,0.402684284,1.382600619,1.376393899,0.788279887,2.25,0.670298742,1.170329503,1.048539284,4.75,1.666632198,0.403344896,1.562112979,2.25,0.331324372,0.390072011,0.71965186,0.613764338,0.744630678,4.75,1.058176217,2.25,0.313706459,0.52694565,0.408075533,0.431666301,1.218107132,1.89018759,2.5,0.869369412,2.5,2.25,0.496822376,1.071333514,0.352361294,0.974470036,0.916638351
717,4,0.206002151,0.534450387,4,2.496159465,0.278747218,4,0.76756145,1.590550176,0.802683645,4,4,0.66278527,1.508724343,0.646843305,0.217682925,0.501703184,0.600324131,0.582022796,0.26755602,2.096040592,2.264116098,0.233656564,0.669884206,0.766846604,0.225283423,1.118357457,0.303891029,4,0.922050407,1.283087541,0.277164179,4,0.282942151,0.807728771,0.831009561,0.367175582,0.780311758
718,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,5,,5,,,,,,
719,2.125,0.258025118,0.315397877,1,1,0.409893951,1,0.744639582,0.979141689,1.125,2.25,2,0.455829742,2.125,0.568992648,0.399279352,0.442109118,0.565444425,1.25,0.611413836,2.25,1.125,0.518145913,1,1,0.23053467,1.125,0.518455365,1.125,1.25,1.125,0.553301098,2.125,0.307095856,0.788897066,0.48990989,1.125,2
720,2.333333333,0.542203323,0.572247985,1.5,0.666666667,0.833333333,1.5,0.529097835,3.333333333,0.833333333,4.833333333,1.5,0.36448044,0.446421758,0.601002823,0.833333333,0.388808233,0.833333333,0.709706157,0.373165595,1.666666667,0.743907563,0.833333333,0.309399272,0.423327752,0.197806039,0.283849825,0.430872034,0.833333333,1.666666667,2.333333333,0.453727983,0.833333333,0.171221884,2.5,0.421027378,0.396702488,0.666666667
721,4,0.95999191,4,4,1.114279734,0.612874534,2.112090682,0.585649977,1.193440989,1.027236792,4,4,0.382718139,0.832732473,0.749493051,0.28214317,0.323170657,0.857128354,0.685345532,0.403908955,4,0.944931117,0.356676916,0.316726486,0.539541763,0.443718562,0.780514062,0.572798166,2.799103959,1.171713288,1.00056569,0.801651348,4,0.286208531,1.350649351,0.309093623,0.427499361,2.357352341
722,5,2.5,2.5,2.5,2.5,0.527479295,2.5,0.1738121,1.31078432,0.889028363,5,1.375373972,0.256677957,0.492503288,0.693541566,0.47356496,0.307535836,0.623016829,2.5,0.218356682,5,0.461760678,0.527673171,0.22405585,0.377007198,0.213495478,0.696770985,0.301214109,5,1.049575183,2.5,0.324072089,5,0.220376385,2.5,0.447145513,0.333898407,2.5
723,3.75,0.335232633,0.420158542,3.75,1.25,0.276704903,2.25,1,1.25,1,3.5,1.25,0.630120304,0.496345244,0.459730138,0.226041896,0.270495059,0.601984478,0.767950939,0.447228434,1,0.829662738,0.276677367,0.431528498,0.276519185,0.298188345,0.284326469,1,2.5,0.806220304,1.25,0.387076643,4.75,0.265637688,0.570903701,1.00615581,0.360354229,2.25
724,5,0.839679157,0.915473533,2.5,2.5,0.989962686,4.014985312,1.157461941,2.5,1.479232804,2.5,2.5,0.616431245,1.221458672,1.009508444,0.316741428,0.827174299,1.666666667,1.924216275,0.935619972,1.752914743,1.282175625,0.320067737,2.5,0.237754476,0.625921964,1.089154923,1.218153609,3.343962585,1.356277519,2.906411317,0.508035907,3.09791366,0.434950482,0.677227366,1.270211592,1.096700089,5
725,5,0.115545701,0.882868193,1.672387186,1.092163351,0.46024496,5,0.13764085,0.857143918,1.338896871,5,1.943280065,0.153543371,5,2.194954143,1.527232576,0.941673681,5,5,1.467159064,5,1.146482085,1.378174457,0.269019591,0.603647634,0.378726287,0.712734899,0.991967354,1.735687063,1.071773238,0.893252997,2.709722222,5,0.149204691,5,0.763783897,1.488799902,1.109210475
726,3.071428571,0.265199679,0.373447717,3.142857143,2.357142857,0.324698495,1.857142857,0.309699616,0.714285714,1.285714286,3.785714286,2,0.41894579,0.598670526,0.714285714,0.571428571,1.071428571,0.535945736,0.584173491,0.5,2,0.571428571,0.552336404,0.571428571,0.264313744,0.240723641,0.467500322,0.248130871,2.928571429,0.714285714,1.020216049,0.242923077,0.714285714,0.240593859,0.571428571,0.5,0.423386635,0.714285714
727,5,0.235118998,0.383827111,2.404166667,1.688194444,0.245842536,5,0.342888507,1.320965608,1.53783332,5,1.116041667,1.527777778,0.748619996,1.118004559,0.847766387,1.038567301,0.932456863,1.310879414,1.245797548,1.583333333,1.458353447,0.872712554,0.239394734,0.634005015,0.363585184,0.90470457,0.510274481,5,1.108538616,1.537738752,0.519738389,5,0.321568479,1.120989808,5,1.010239845,1.477183629
728,4.6875,0.173322245,0.378177484,2.9375,2.9375,0.66357269,4.25,0.625,2.8125,0.5,4.0625,2.5,1.25,0.4375,0.661178664,0.289385775,0.281691174,0.454455695,0.490075599,0.408485049,3.4375,2.375,0.5,0.186711029,0.296484124,0.320506457,0.805505412,0.346234023,1.6875,1.75,0.625,0.370093172,2.5,0.24490347,0.555347884,0.541008167,0.45230751,0.715676534
729,2.25,0.144447451,0.412163846,2.25,1.008888889,1.388888889,2.25,0.371184602,2.25,0.949027858,4.25,4.25,0.555623329,2.25,2,0.297538224,0.253472222,0.570808532,0.495510666,0.250303504,4.25,2.25,0.409538239,0.242886179,0.431177552,0.242886179,0.593005788,0.544191438,2.25,1.380583275,1.446431489,0.52949985,2.25,0.12195122,0.650049603,0.366453702,0.675250625,0.682631025
730,1.645691999,0.45630752,0.251998225,1.229205731,1.237819267,0.720811773,1.838083526,0.597289691,0.971641949,0.879086736,5,1.006228084,0.293628872,0.671835918,0.843871953,0.569440376,0.476071502,0.539272206,5,0.617068499,5,0.743529947,0.804447252,0.260089582,0.448370771,0.304200507,0.328977919,1.07960295,5,5,5,5,5,0.296350424,0.846851488,0.33104901,0.854901874,0.616604853
731,5,,,,,,5,,,,5,,,,,,,,,5,,5,,,,,,,,,5,,5,,,,,
732,1.333333333,0.257053173,0.39426277,2.333333333,1,0.852416985,2.333333333,0.566965583,1.333333333,1,3,4,0.759473187,1.333333333,1.666666667,0.355069767,0.459311238,0.852907162,0.638866707,0.671336486,3,1.333333333,0.350347347,0.264325331,0.554798358,0.311471811,0.758139072,0.476893984,2.333333333,0.975055868,1.00267442,0.491987468,1.333333333,0.232301654,0.70780203,0.520929224,0.557498227,0.750343277
733,2.611111111,0.248396474,0.305212287,1.611111111,1.055555556,0.287958657,2.611111111,0.555555556,1.555555556,0.675115369,4.722222222,0.444444444,0.5,0.534938125,0.555555556,0.327910906,0.235144915,1,0.555555556,0.316742206,0.555555556,0.703086918,0.38975253,0.444444444,0.228494852,0.237781278,0.326528242,0.304718447,1.611111111,0.555555556,0.555555556,0.285874215,2.055555556,0.254026092,1,1.055555556,0.365365609,1
734,3,,,3,,3,3,,3,,3,,,,,,,,,,3,,,,,,,,,3,3,,3,,,,,
735,1.75,0.439929668,0.488078123,4.5,1.075075586,0.74852362,4.5,4.5,4.5,0.69610622,4.5,0.819733478,4.5,0.837363768,0.784340519,0.37931793,1.143860116,0.672266476,0.471125644,0.440664792,4.5,1.275290365,0.536365341,4.5,0.476440955,0.152457692,0.603555455,0.81688232,4.5,0.812525411,1.184807256,0.575733055,1.567192618,0.201322895,1.245518519,0.463609924,0.64252343,0.769222931
736,3.166666667,0.223518609,0.289566395,1.666666667,1.5,0.533993687,1.666666667,0.304764312,0.97445096,3.166666667,4.666666667,3,0.271071209,0.436272598,1.5,0.4330566,0.356262322,0.440550591,1.5,0.469054107,1.5,0.698962756,0.49018271,0.214843969,0.323710729,0.260303896,0.326123393,0.400394939,1.5,1.666666667,1.666666667,0.566543255,1.666666667,0.213915158,0.848676919,0.359665779,0.464369126,0.955074309
737,2,0.368415963,0.235921068,0.714285714,1.857142857,0.28775555,1.928571429,0.178751149,1.095314243,0.571428571,3.857142857,1.131897278,0.212006071,0.457864382,0.54501975,0.714285714,0.714285714,0.48270044,0.714285714,0.245699818,1.285714286,0.571428571,0.563866563,0.196873435,0.363817624,0.223471781,0.293315957,0.298519736,3.214285714,0.571428571,2.5,0.642857143,1.928571429,0.188177257,1.357142857,0.377333286,0.39017574,0.59361525
738,5,5,0.546018437,5,5,0.42040585,5,0.883672532,1.230239335,5,2.820833333,1.833333333,0.693669731,5,1.152797712,0.336529721,0.645805714,1.082513892,0.696064108,0.727901439,2.053982584,1.326719324,0.348991778,1.375188492,0.388575437,0.370532769,0.836511557,0.753405522,5,0.818740761,0.887054129,0.385305377,5,0.327961103,0.675822739,1.082945421,0.415440875,5
739,4,0.129568106,0.093023256,0.971794872,4,0.343080756,4,0.397407878,0.779487179,4,4,0.832933567,0.367275418,0.739316239,1.666666667,0.334247572,0.272425249,0.856450368,0.9455226,1.185897436,4,4,1.666666667,0.135531136,0.730202922,0.663500175,0.429948315,0.514848167,4,0.748626491,4,0.71710146,4,0.753720463,0.608974359,0.712837299,0.362034895,0.928759577
740,1.239965986,0.177582323,0.350830688,1.226621945,1.347317305,0.795699151,5,0.189051332,1.000901101,1.023133913,5,1.106741071,0.157022893,0.9036986,0.913697905,0.199344304,0.369726092,0.726526088,0.506608852,0.566962919,5,0.707735013,0.556385779,0.21627907,0.3450153,0.305997552,0.249571603,5,5,5,0.814375514,1.405544014,1.450992063,0.158139535,0.752696066,0.211720192,0.990538077,0.629160826
741,,,,,,,,,,,4,4,,,4,,,,,,4,,,,,,,,,,,,,,,,,
742,5,,,,,,5,,,5,5,,,,,,,,5,5,,,,,,,,,,,,,,,,5,,5
743,4.5,0.625,,1.8515625,1.6875,,4.5,0.90625,4.5,1.5,4.5,1.6640625,,1.111111111,1.013888889,,,1.208333333,4.5,1.625,2.027777778,4.5,,0.625,,,1.666666667,0.833333333,4.5,,1.291666667,,4.5,0.625,1.145833333,1.208333333,,4.5
744,5,0.754944384,0.879601048,5,5,1.291970149,3.64604281,1.11598278,1.478679119,1.473306878,3.8,5,0.678885737,1.28969219,0.928687515,0.351823157,0.846953292,1.369188596,1.111765562,0.845809574,1.855038288,1.156742049,0.320067737,5,0.490815857,0.716809,1.02256973,1.12194854,3.010629252,1.685022016,2.926436043,0.837441404,2.270337546,0.434950482,0.658384336,1.201585941,1.377360071,5
745,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
746,,,,,,,,,2.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,
747,5,0.176810826,0.510498748,2.5,1.458301718,0.315192916,5,0.52749078,1.017859261,2.5,5,2.5,0.3145118,1.078406276,0.798552053,0.306205212,0.281805648,0.576309454,0.621227039,0.375569219,2.5,1.044542756,0.334092037,0.237174735,2.5,0.331903009,2.5,0.455015037,2.5,2.5,0.779533207,0.464157983,5,0.244038468,2.5,0.384592206,0.350185254,0.685231863
748,5,0.919829475,0.309827204,5,2.5,0.429813637,2.5,0.345694209,1.380428368,2.5,2.5,1.289353173,0.556445086,0.641388485,0.920220512,2.5,2.5,0.445245636,2.5,0.4185888,5,1.101322751,0.766849169,0.424111715,0.584894902,0.538291683,0.679419732,0.286881277,2.5,2.5,1.248162703,0.444267296,2.5,0.256317011,0.833746906,0.470534305,0.49609539,1.101048245
749,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,
750,2.5,0.210206735,0.407195637,2.5,1.143174603,1.074388436,2.5,0.512244396,2.5,0.840968169,5,5,0.658109237,2.5,2.5,0.327058318,0.432069987,0.836714203,0.642872864,0.548096461,5,2.5,0.378998837,0.276825987,0.561396445,0.26611472,0.743106343,0.541359964,2.5,1.057928572,1.152542455,0.53267759,2.5,0.199155133,0.697373239,0.395010838,0.592049561,0.758874913
751,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,5,,5,,,,,
752,3.5,0.363636364,,0.68961039,0.363636364,,0.781412338,0.714285714,1.428571429,0.9,3.5,3.5,0.714285714,0.875,0.714285714,,,0.875,0.712878788,0.9,0.979978355,,,0.714285714,,,,,0.810822511,0.272727273,0.363636364,0.272727273,3.5,,0.895048701,0.9,,0.9
753,2.142857143,0.714285714,0.471273292,1.087207927,1.217223417,0.580829921,0.714285714,0.505108357,1.428571429,0.714285714,4.714285714,1.142857143,0.271721512,0.55853027,0.428571429,2.857142857,0.347531264,0.576806656,0.700378327,0.483496086,1.857142857,0.714285714,1.428571429,0.568994514,0.463586322,0.462329639,0.340659341,0.706236208,2.142857143,2.142857143,2.142857143,0.592283488,0.714285714,0.142765398,2.142857143,0.429390599,0.839361452,0.618712286
754,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,5,5,,,,,,,,5,
755,5,0.833333333,0.613636364,1.762874599,1.669838408,0.272727273,5,0.758174696,1.336659868,1.666666667,5,1.06468095,1.3125,0.950891393,1.350762085,,0.739772727,1.690070346,1.666666667,3.333333333,1.307464064,1.666666667,,0.730113636,0.9,,1.538888889,1.096955128,1.666666667,0.856424825,1.666666667,0.811188811,3.333333333,0.625,0.88504662,3.333333333,1.9,1.666666667
756,2.666666667,0.28285254,0.309203593,1.666666667,1.666666667,0.402149687,2.081761204,0.22444103,2.333333333,1.333333333,4,1.333333333,0.410658995,0.667581224,0.621341035,0.474468077,1,1.333333333,0.596074055,0.227382786,1.333333333,2.666666667,0.503580182,0.252541274,0.309363331,0.201763198,0.420980637,0.335760791,1,1.019371499,1.666666667,0.364388305,2.666666667,0.253247367,1.333333333,0.428679446,0.437675952,0.752122381
757,,,,,,,,,,,4.5,,,,,,,,,,4.5,,,,,,,,,4.5,,4.5,,,,,,
758,4.5,,,4.5,4.5,,,,4.5,,4.5,,,4.5,,,,,,,4.5,,,,,,,,4.5,,,,,,,,,
759,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,5,,5,,,,,
760,4.75,0.407572558,0.284701176,1.25,1.25,0.413541523,2.25,0.571173571,1.782738095,2.5,2.25,1,1.25,0.821986254,1.327856121,0.744706093,2.5,1,1.252602994,0.527138877,1.931547619,2.5,0.534030958,1,0.198141914,0.461283109,1.203038537,0.458646269,3.75,1.33140078,0.903547316,0.340926603,4.75,0.37660293,0.503772107,3.75,0.889503129,3.5
761,1,0.220343241,0.463462329,1,1.400507479,0.29333059,2,0.33232341,1.003477668,0.829122407,3.666666667,1,0.26516496,0.854390857,0.865754685,0.407984406,0.338271655,1,0.683341781,0.326848436,2.666666667,1,0.488466087,1,0.509927945,0.293254964,0.333960993,1.666666667,2.666666667,1.117212646,0.786816849,0.749577767,1,0.292212152,2,0.261935453,1.666666667,0.803493786
